"Transient time","V[1]","V[2]","Global device temperature","Available photo current","Source photo current","Optical wavelength","Light intensity, beam 1","I[r1]","I[adiode_anode]","I[adiode_cathode]","I[v1]"
5.2742372612e-05,5.6946390485e+00,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-5.6946390482e+00,-5.6946390485e+00,5.6946390485e+00,-5.6946390485e+00
5.3040545454e-05,5.3828847880e+00,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-5.3828847869e+00,-5.3828847880e+00,5.3828847880e+00,-5.3828847880e+00
5.3398352864e-05,5.0558248186e+00,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-5.0558241082e+00,-5.0558248414e+00,5.0558248414e+00,-5.0558248186e+00
5.3827721756e-05,4.7669884184e+00,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-4.7669884704e+00,-4.7669884149e+00,4.7669884149e+00,-4.7669884184e+00
5.4300904929e-05,4.4117249235e+00,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-4.4117249235e+00,-4.4117249235e+00,4.4117249235e+00,-4.4117249235e+00
5.4584136184e-05,4.1570428617e+00,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-4.1570428617e+00,-4.1570428617e+00,4.1570429367e+00,-4.1570429367e+00
5.4885639008e-05,3.9224459140e+00,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-3.9224459131e+00,-3.9224459140e+00,3.9224458907e+00,-3.9224458906e+00
5.5143459363e-05,3.7419722303e+00,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-3.7419722303e+00,-3.7419722303e+00,3.7419722301e+00,-3.7419722301e+00
5.5452843790e-05,3.5418738580e+00,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-3.5418738579e+00,-3.5418738580e+00,3.5418738580e+00,-3.5418738580e+00
5.5824105102e-05,3.3216557230e+00,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-3.3216557228e+00,-3.3216557230e+00,3.3216557230e+00,-3.3216557230e+00
5.6269618677e-05,3.0826764512e+00,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-3.0826764506e+00,-3.0826764512e+00,3.0826764512e+00,-3.0826764512e+00
5.6804234967e-05,2.8307513007e+00,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.8307507192e+00,-2.8307513112e+00,2.8307513112e+00,-2.8307513007e+00
5.7445774514e-05,2.5958982376e+00,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.5958983106e+00,-2.5958982351e+00,2.5958982351e+00,-2.5958982376e+00
5.8115160865e-05,2.3274200803e+00,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.3274200803e+00,-2.3274200803e+00,2.3274200803e+00,-2.3274200803e+00
5.8494986548e-05,2.1748755301e+00,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.1748755238e+00,-2.1748755301e+00,2.1748755657e+00,-2.1748755656e+00
5.8950777367e-05,2.0149401972e+00,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.0149401971e+00,-2.0149401972e+00,2.0149401855e+00,-2.0149401855e+00
5.9355549833e-05,1.8872077795e+00,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.8872077794e+00,-1.8872077795e+00,1.8872077793e+00,-1.8872077793e+00
5.9841276792e-05,1.7474559913e+00,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.7474559913e+00,-1.7474559913e+00,1.7474559913e+00,-1.7474559913e+00
6.0424149143e-05,1.5963236729e+00,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.5963236728e+00,-1.5963236729e+00,1.5963236729e+00,-1.5963236729e+00
6.1123595963e-05,1.4355149956e+00,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.4355149956e+00,-1.4355149956e+00,1.4355149956e+00,-1.4355149956e+00
6.1962932148e-05,1.2680815563e+00,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.2680815456e+00,-1.2680815564e+00,1.2680815564e+00,-1.2680815563e+00
6.2970135570e-05,1.1006101673e+00,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.1006101672e+00,-1.1006101673e+00,1.1006101673e+00,-1.1006101673e+00
6.4178779677e-05,9.3261626806e-01,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-9.3261625721e-01,-9.3261626812e-01,9.3261626812e-01,-9.3261626806e-01
6.5476055801e-05,7.6681947243e-01,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-7.6681947243e-01,-7.6681947243e-01,7.6681947243e-01,-7.6681947243e-01
6.6247147718e-05,6.8728909632e-01,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-6.8728909632e-01,-6.8728909632e-01,6.8728909809e-01,-6.8728909809e-01
6.6899904008e-05,6.2763611353e-01,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-6.2763612599e-01,-6.2763611350e-01,6.2763611299e-01,-6.2763611302e-01
6.7683211557e-05,5.6360957961e-01,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-5.6360957961e-01,-5.6360957961e-01,5.6360957961e-01,-5.6360957961e-01
6.8623180614e-05,4.9616486038e-01,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-4.9616486038e-01,-4.9616486038e-01,4.9616486038e-01,-4.9616486038e-01
6.9751143484e-05,4.2664894900e-01,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-4.2664894900e-01,-4.2664894900e-01,4.2664894900e-01,-4.2664894900e-01
7.1104698927e-05,3.5678936724e-01,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-3.5678936724e-01,-3.5678936724e-01,3.5678936724e-01,-3.5678936724e-01
7.2728965459e-05,2.8862569082e-01,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.8862569082e-01,-2.8862569082e-01,2.8862569082e-01,-2.8862569082e-01
7.4641188274e-05,2.2545637383e-01,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.2545637383e-01,-2.2545637383e-01,2.2545637383e-01,-2.2545637383e-01
7.6528569032e-05,1.7716812912e-01,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.7716812912e-01,-1.7716812912e-01,1.7716812912e-01,-1.7716812912e-01
7.8382087039e-05,1.4019497653e-01,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.4019497653e-01,-1.4019497653e-01,1.4019497653e-01,-1.4019497653e-01
8.0260394926e-05,1.1082978569e-01,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.1082978569e-01,-1.1082978569e-01,1.1082978569e-01,-1.1082978569e-01
8.2200859869e-05,8.7078904342e-02,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-8.7078904342e-02,-8.7078904342e-02,8.7078904342e-02,-8.7078904342e-02
8.4239416736e-05,6.7667825047e-02,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-6.7667825046e-02,-6.7667825047e-02,6.7667825047e-02,-6.7667825047e-02
8.6400294747e-05,5.1834281793e-02,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-5.1834281793e-02,-5.1834281793e-02,5.1834281793e-02,-5.1834281793e-02
8.8694409212e-05,3.9077530331e-02,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-3.9077530331e-02,-3.9077530331e-02,3.9077530331e-02,-3.9077530331e-02
9.1096071652e-05,2.9085416859e-02,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.9085416859e-02,-2.9085416859e-02,2.9085416859e-02,-2.9085416859e-02
9.3580036425e-05,2.1444044043e-02,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.1444044043e-02,-2.1444044043e-02,2.1444044043e-02,-2.1444044043e-02
9.6166311860e-05,1.5627345748e-02,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.5627345748e-02,-1.5627345748e-02,1.5627345748e-02,-1.5627345748e-02
9.8799172690e-05,1.1341227032e-02,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.1341227032e-02,-1.1341227032e-02,1.1341227032e-02,-1.1341227032e-02
1.0000000000e-04,9.8314813674e-03,1.0000000000e+02,3.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-9.8314802716e-03,-9.8314813676e-03,9.8314813676e-03,-9.8314813674e-03
