Aluminum vs Depth
98 2 2
Depth
Aluminum
0 5.98224e+015
0.0100317 5.9423e+015
0.0202001 1.5019e+016
0.030507 2.31475e+016
0.0409544 2.56295e+016
0.0515442 3.41734e+016
0.0622782 4.89125e+016
0.0731585 6.69982e+016
0.0841871 7.74376e+016
0.0953659 1.07154e+017
0.106697 1.49301e+017
0.118183 1.72813e+017
0.129825 1.9311e+017
0.141625 2.21639e+017
0.153587 3.01787e+017
0.165711 3.76543e+017
0.178001 4.25097e+017
0.190458 4.90742e+017
0.203085 5.48414e+017
0.215884 5.94737e+017
0.228858 6.12053e+017
0.242008 6.21397e+017
0.255337 6.07271e+017
0.268848 5.46422e+017
0.282543 4.74508e+017
0.296425 4.02316e+017
0.310496 3.23127e+017
0.324758 2.46059e+017
0.339215 1.80394e+017
0.353869 1.23798e+017
0.368723 8.29987e+016
0.383779 5.65574e+016
0.39904 3.64208e+016
0.414509 2.34634e+016
0.430189 1.48207e+016
0.446082 9.50582e+015
0.462192 6.27307e+015
0.478522 4.13983e+015
0.495074 2.71106e+015
0.511852 1.96872e+015
0.528858 1.50278e+015
0.546096 1.09875e+015
0.563569 8.80572e+014
0.58128 7.18136e+014
0.599232 6.03524e+014
0.617429 5.08928e+014
0.635874 4.29935e+014
0.654571 3.49575e+014
0.673522 2.59881e+014
0.692731 2.23884e+014
0.712202 2.04889e+014
0.731938 1.98567e+014
0.751943 1.79231e+014
0.772221 1.34755e+014
0.792775 1.10457e+014
0.813609 9.19749e+013
0.834728 7.94012e+013
0.856133 7.80462e+013
0.877831 6.71231e+013
0.899824 6.17734e+013
0.922117 4.93274e+013
0.944714 3.52434e+013
0.967618 3.97152e+013
0.990835 3.56747e+013
1.01437 1.98456e+013
1.03822 1.86662e+013
1.0624 1.81064e+013
1.08691 1.42518e+013
1.11175 1.32897e+013
1.13693 1.23299e+013
1.16245 1.14142e+013
1.18833 1.05006e+013
1.21455 9.26451e+012
1.24113 6.58987e+012
1.26808 5.75184e+012
1.29539 5.3433e+012
1.32307 7.31744e+012
1.35113 6.28003e+012
1.37957 2.04674e+012
1.4084 2.01922e+012
1.43762 2.97464e+012
1.46725 2.63813e+012
1.49727 2.56768e+012
1.5277 2.88217e+012
1.55855 2.19736e+012
1.58982 2.48231e+012
1.62152 1.24104e+012
1.65364 5.95831e+011
1.68621 1.19177e+012
1.71922 5.95831e+011
1.75267 100000
1.78659 100000
1.82096 5.56844e+011
1.85581 5.64432e+011
1.89113 100000
1.92693 100000
1.96322 100000
2 100000
